CD_TURMA,DS_TURMA,TIPOCLASSE,GRAU
39857293,3° ANO A TARDE ANUAL,0,14
39385224,2° ANO G TARDE ANUAL,0,14
39406650,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39608499,MULTISERIADA 6C INTEGRAL ANUAL,1,6
39711916,BERÇÁRIO 2 1C INTEGRAL ANUAL,0,6
39594784,MULTISERIADA 6C INTEGRAL ANUAL,1,6
39918688,MULTISSERIADA F7 TARDE 2° SEME,1,4
39306644,2ª SERIE E NOITE ANUAL,0,101
39276172,2ª SERIE A MANHA ANUAL,0,101
39888905,1009 - FARMÁCIA - 5° MODULO A3,0,35
39694646,NÃO SERIADO  B2 TARDE ANUAL,27,110
39284200,8° ANO B INTEGRAL ANUAL,17,14
39274252,6° ANO B MANHA ANUAL,0,14
39492823,3° ANO A MANHA ANUAL,0,14
39383908,1° ANO 1A MANHA ANUAL,0,14
39736652,1° ANO F TARDE ANUAL,0,14
39614228,NÃO SERIADO  2A MANHA ANUAL,0,109
39321955,3ª SERIE C NOITE ANUAL,0,101
39907207,2º TERMO C NOITE 2º SEMESTRE,37,5
39461026,1ª SERIE F NOITE ANUAL,0,101
39265825,9° ANO B MANHA ANUAL,0,14
39301662,8° ANO B TARDE ANUAL,0,14
39619297,NÃO SERIADO  3F TARDE ANUAL,27,110
39651409,5° ANO 5D MANHA ANUAL,0,14
40165075,4059 - RECURSOS HUMANOS - 1° M,0,35
39335372,8° ANO D TARDE ANUAL,0,14
39761405,2ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39432958,9° ANO A MANHA ANUAL,0,14
39363501,7° ANO A TARDE ANUAL,0,14
39505784,4° ANO D TARDE ANUAL,0,14
39399391,3° ANO A MANHA ANUAL,0,14
39647358,3° ANO A MANHA ANUAL,0,14
39418843,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39649388,MATERNAL 2 3B TARDE ANUAL,0,6
39908269,NÃO SERIADO  L3 NOITE 2º SEMES,37,109
39642467,NÃO SERIADO  3D MANHA ANUAL,0,109
39313858,8° ANO C MANHA ANUAL,0,14
39509288,7° ANO B TARDE ANUAL,0,14
39465905,1° ANO C TARDE ANUAL,0,14
39866945,1ª SERIE C MANHA ANUAL,0,101
39616176,NÃO SERIADO  2A MANHA ANUAL,0,109
39339498,8° ANO B MANHA ANUAL,0,14
39755153,4° ANO B TARDE ANUAL,0,14
39540556,MULTISERIADA 7G MANHA ANUAL,1,6
39854433,4050 - ADMINISTRAÇÃO - 3° MODU,0,35
39586772,NÃO SERIADA D TARDE ANUAL,43,9
39270048,8° ANO B2 TARDE ANUAL,0,14
39289701,7° ANO A INTEGRAL ANUAL,17,14
39806609,1° ANO H TARDE ANUAL,0,14
39898741,NÃO SERIADO  2F TARDE ANUAL,27,110
39774202,7° ANO F TARDE ANUAL,0,14
39695055,NÃO SERIADO 2b TARDE ANUAL ,27,110
39628168,NÃO SERIADO  2A INTEGRAL ANUAL,0,109
39302644,7° ANO A TARDE ANUAL,0,14
39596585,4° ANO A INTEGRAL ANUAL,0,14
39435921,2ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39747167,2ª ETAPA PRÉ-ESCOLA A TARDE AN,0,6
39384313,1ª ETAPA PRÉ-ESCOLA J TARDE AN,0,6
39714664,MATERNAL 2 B INTEGRAL ANUAL,0,6
39582134,MULTISERIADA 2C INTEGRAL ANUAL,1,6
39688854,NÃO SERIADO 2m TARDE ANUAL ,27,110
39273566,9° ANO B INTEGRAL ANUAL,17,14
39683317,MULTISERIADA 4D MANHA ANUAL,1,6
39918752,MULTISSERIADA C MANHA 2° SEMES,1,5
39306622,3ª SERIE G NOITE ANUAL,0,101
39690939,NÃO SERIADO  2G TARDE ANUAL,27,110
39346046,9° ANO A MANHA ANUAL,0,14
39343706,7° ANO A TARDE ANUAL,0,14
39534708, 7B MANHA ANUAL,0,14
39507824,2ª SERIE B MANHA ANUAL,0,101
39265983,3ª SERIE A INTEGRAL ANUAL,32,101
39463588,5° ANO B TARDE ANUAL,0,14
39384966,1° ANO C TARDE ANUAL,0,14
39342473,2ª SERIE A INTEGRAL ANUAL,32,101
39850321,MATERNAL 1 AM MANHA ANUAL,0,6
39484245,7° ANO E TARDE ANUAL,0,14
39266706,3ª SERIE B INTEGRAL ANUAL,32,101
39316432,6° ANO A TARDE ANUAL,0,14
39488042,4° ANO C INTEGRAL ANUAL,0,14
39862412,2° ANO A MANHA ANUAL,0,14
39726529,BASQUETEBOL - MIRIM - FEMININO,25,31
39823102,1ª SERIE H1 MANHA ANUAL,41,101
40149785,AEE B TARDE ANUAL,15,32
39408834,MULTISSERIADA IB INTEGRAL ANUA,1,6
39296536,8° ANO B TARDE ANUAL,0,14
39486920,8° ANO A MANHA ANUAL,0,14
39435657,4° ANO B MANHA ANUAL,0,14
39907805,12° TERMO A NOITE 2° SEMESTRE,0,4
39410485,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39629329,NÃO SERIADO  2F NOITE ANUAL,0,109
39272253,7° ANO C MANHA ANUAL,0,14
39387046,3° ANO B TARDE ANUAL,0,14
39418838,4° ANO A INTEGRAL ANUAL,17,14
39669695,4° ANO A MANHA ANUAL,0,14
39774708,8° ANO B MANHA ANUAL,0,14
39500378,6° ANO A TARDE ANUAL,0,14
39789227,9° ANO B MANHA ANUAL,0,14
39393606,1° ANO C TARDE ANUAL,0,14
39293969,6° ANO C MANHA ANUAL,0,14
39597616,MATERNAL 2 C INTEGRAL ANUAL,0,6
39390186,2ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39736948,MATERNAL 2 B INTEGRAL ANUAL,0,6
39291453,6° ANO B TARDE ANUAL,0,14
39535573, 1B INTEGRAL ANUAL,0,14
40163684,6082 - DESENVOLVIMENTO DE SIST,0,35
39445549,6° ANO B MANHA ANUAL,0,14
39625813,MULTISERIADA 6L INTEGRAL ANUAL,1,6
39633533,MULTISERIADA 2B INTEGRAL ANUAL,1,6
39920374,1412 - ENFERMAGEM - 1° MODULO ,0,35
39271176,8° ANO B TARDE ANUAL,0,14
39640841,NÃO SERIADO  1B NOITE 1º SEMES,37,109
39347201,2ª SERIE B MANHA ANUAL,0,101
39349643,2ª SERIE A INTEGRAL ANUAL,32,101
39477217,4° ANO 4B TARDE ANUAL,0,14
39482456,6° ANO D TARDE ANUAL,0,14
39722061,MULTISSERIADA MC INTEGRAL ANUA,1,6
39713759,5° ANO B TARDE ANUAL,0,14
39744840,4° ANO E MANHA ANUAL,0,14
39658596,MATERNAL 2 E MANHA ANUAL,0,6
39636696,NÃO SERIADO  2D NOITE ANUAL,0,109
39689014,NÃO SERIADO 2b TARDE ANUAL ,27,110
39341183,8° ANO E TARDE ANUAL,0,14
39472769, 2B TARDE ANUAL,0,14
39689842,NÃO SERIADO 3g TARDE ANUAL ,27,110
39351189,3ª SERIE B INTEGRAL ANUAL,32,101
39285151,3ª SERIE B MANHA ANUAL,0,101
39358420,2ª SERIE B INTEGRAL ANUAL,32,101
39389978,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
39666931,MATERNAL 1 6B INTEGRAL ANUAL,0,6
39291339,3ª SERIE E MANHA ANUAL,0,101
39657721,NÃO SERIADO  CT TARDE 1º SEMES,27,110
39830116,4050 - ADMINISTRAÇÃO - 1ª SERI,0,90
39796451,6074 - INFORMATICA PARA INTERN,0,90
39500073,1ª SERIE B NOITE ANUAL,0,101
39614042,NÃO SERIADO  2D TARDE ANUAL,27,110
39378973,2° TERMO A NOITE 1° SEMESTRE,37,5
39301797,2ª SERIE G NOITE ANUAL,0,101
39763199,2ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39874956,1ª SERIE B MANHA ANUAL,41,101
40164497,4050 - ADMINISTRAÇÃO - 3° MODU,0,35
39770372,1006 - ENFERMAGEM - 1° MODULO ,0,35
39352673,3ª SERIE C NOITE ANUAL,0,101
39492601,1ª SERIE D MANHA ANUAL,0,101
39386617,5° ANO A MANHA ANUAL,0,14
39289835,3° ANO A TARDE ANUAL,0,14
39596906,BERÇÁRIO 2 B INTEGRAL ANUAL,0,6
39505732,8° ANO C INTEGRAL ANUAL,17,14
39477553,MULTISERIADA 4B INTEGRAL ANUAL,1,6
39735120,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
39602554,NÃO SERIADO  2C TARDE ANUAL,27,110
39344551,1° ANO A INTEGRAL ANUAL,17,14
39468057, 7F INTEGRAL ANUAL,1,6
39349083,2° ANO C INTEGRAL ANUAL,17,14
39559649,6ª ETAPA 2A INTEGRAL ANUAL,0,6
39828775,NÃO SERIADO  3D INTEGRAL ANUAL,0,109
39619602,6° ANO E TARDE ANUAL,0,14
39631205,NÃO SERIADO  1C TARDE ANUAL,27,110
39339950,1ª SERIE B MANHA ANUAL,0,101
39325235,3° ANO C TARDE ANUAL,0,14
39821884,1° ANO B INTEGRAL ANUAL,0,14
39353042,3ª SERIE A MANHA ANUAL,0,101
39273725,1ª SERIE A MANHA ANUAL,0,101
39920498,12° TERMO C NOITE 2° SEMESTRE,0,4
39307530,2ª SERIE B INTEGRAL ANUAL,32,101
39329259,1ª SERIE A INTEGRAL ANUAL,32,101
39325364,1ª SERIE A MANHA ANUAL,0,101
39279634,8° ANO C TARDE ANUAL,0,14
39612994,1ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39601294,NÃO SERIADO  2A MANHA ANUAL,0,109
39499303,5° ANO B MANHA ANUAL,0,14
39711283,BERÇÁRIO 2 IA INTEGRAL ANUAL,0,6
39444170,BERÇÁRIO 2 BI INTEGRAL ANUAL,0,6
39607795,NÃO SERIADO  3D MANHA ANUAL,0,109
39824505,2ª SERIE AH MANHA ANUAL,41,101
39831389,NÃO SERIADO  8B INTEGRAL ANUAL,0,109
39335439,7° ANO B INTEGRAL ANUAL,17,14
39835617,NÃO SERIADO  B TARDE ANUAL,0,109
39470753, 7C MANHA ANUAL,0,14
39302099,2° ANO D TARDE ANUAL,0,14
39670472,2ª ETAPA PRÉ-ESCOLA D TARDE AN,0,6
39670167,4050 - ADMINISTRAÇÃO - 2ª SERI,46,104
39356991,1ª SERIE A INTEGRAL ANUAL,32,101
39384247,1° ANO F TARDE ANUAL,0,14
40159502,BERÇÁRIO 2 5B INTEGRAL ANUAL,0,6
39608457,NÃO SERIADO  3G TARDE ANUAL,27,110
39661222,NÃO SERIADO  2D NOITE ANUAL,0,109
39293525,3ª SERIE E NOITE ANUAL,0,101
39567111,6082 - DESENVOLVIMENTO DE SIST,46,104
39360654,7° ANO A TARDE ANUAL,0,14
39663876,1ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39834139,MULTISERIADA 4A TARDE ANUAL,1,6
39664555,MATERNAL 1 6A MANHA ANUAL,0,6
39626373,0ª ETAPA 2A INTEGRAL ANUAL,1,6
39343495,2ª SERIE B INTEGRAL ANUAL,32,101
39274521,3ª SERIE A INTEGRAL ANUAL,32,101
39504820,NÃO SERIADO  AH MANHA ANUAL,0,109
39528346,1° ANO B INTEGRAL ANUAL,0,14
39712301,1ª ETAPA PRÉ-ESCOLA 4B MANHA A,0,6
39434074,BERÇÁRIO 2 B INTEGRAL ANUAL,0,6
40297926,1ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39374380,MULTISSERIADA B  ANUAL,0,5
39278239,7° ANO A MANHA ANUAL,0,14
39467321, 4B NOITE ANUAL,0,4
39560971,4° TERMO A NOITE 1° SEMESTRE,47,5
39692856,NÃO SERIADO  F2 TARDE ANUAL,27,110
39309151,1ª SERIE E MANHA ANUAL,0,101
39356232,6° ANO A INTEGRAL ANUAL,17,14
39506739,MATERNAL 2 C INTEGRAL ANUAL,0,6
39385585,BERÇÁRIO 2 B INTEGRAL ANUAL,0,6
39378842,3° TERMO B NOITE 1° SEMESTRE,37,5
39457365,2ª SERIE B MANHA ANUAL,0,101
39396451,AEE A MANHA ANUAL,15,32
39533705, 7J TARDE ANUAL,1,6
40296709,1ª ETAPA PRÉ-ESCOLA A MANHA AN,0,6
40281231,BERÇÁRIO 1 A INTEGRAL ANUAL,0,6
39322194,2ª SERIE B MANHA ANUAL,0,101
39785386,1ª SERIE A MANHA ANUAL,0,101
39618303,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39459899,2° ANO D INTEGRAL ANUAL,0,14
39414660,2° ANO B MANHA ANUAL,0,14
40146892,5° ANO C TARDE ANUAL,0,14
39442901,MATERNAL 1 B INTEGRAL ANUAL,0,6
39522486,4050 - ADMINISTRACAO - 1ª SERI,0,25
39273344,6° ANO A TARDE ANUAL,0,14
39494413,5° ANO A MANHA ANUAL,0,14
39542658,6° ANO 6B MANHA ANUAL,0,14
39863986,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
40298641,1ª ETAPA PRÉ-ESCOLA B INTEGRAL,0,6
39634904,MULTISSERIADA A NOITE ANUAL,1,3
39694792,NÃO SERIADO 3A TARDE ANUAL ,27,110
39360812,3ª SERIE E NOITE ANUAL,0,101
39364248,1ª SERIE C TARDE ANUAL,0,101
39500337,1ª SERIE B INTEGRAL ANUAL,32,101
39518943,3° ANO A MANHA ANUAL,0,14
39452535,1° ANO E TARDE ANUAL,0,14
39353654,2ª SERIE F NOITE ANUAL,0,101
39631256,NÃO SERIADO  3A MANHA ANUAL,0,109
39333193,2ª SERIE C MANHA ANUAL,0,101
39268454,9° ANO E TARDE ANUAL,0,14
39591500,NÃO SERIADO  C INTEGRAL ANUAL,0,109
39694340,NÃO SERIADO 2c TARDE ANUAL ,27,110
39493528,2° ANO T2 TARDE ANUAL,0,14
40395051,MATERNAL 2 AT TARDE ANUAL,0,6
39864763,NÃO SERIADO  A2  ANUAL,38,109
39380396,MULTISSERIADA A NOITE 1° SEMES,39,5
39320789,3ª SERIE C MANHA ANUAL,0,101
39642204,6° ANO C INTEGRAL ANUAL,17,14
39331231,4° ANO C TARDE ANUAL,0,14
39538356,4° ANO 4A MANHA ANUAL,0,14
39668342,3° ANO 3A MANHA ANUAL,0,14
39719606,NÃO SERIADO  I1 MANHA ANUAL,38,109
39569254,NÃO SERIADO  3B INTEGRAL ANUAL,0,109
39371919,VOLEIBOL - INFANTIL - FEMININO,25,31
39407666,3° ANO A INTEGRAL ANUAL,0,14
39571551,AEE B TARDE ANUAL,15,32
39651500,MATERNAL 2 3A INTEGRAL ANUAL,0,6
39772038,3ª SERIE A MANHA ANUAL,41,101
39590619,NÃO SERIADO  2C MANHA ANUAL,0,109
39287478,9° ANO F MANHA ANUAL,0,14
39334682,7° ANO A TARDE ANUAL,0,14
39462359,6° ANO A INTEGRAL ANUAL,17,14
39434860,BERÇÁRIO 2 A INTEGRAL ANUAL,0,6
39266036,1ª SERIE A INTEGRAL ANUAL,32,101
39643936,NÃO SERIADO  3C NOITE ANUAL,0,109
39441586,4° ANO G MANHA ANUAL,0,14
39357425,2° ANO C TARDE ANUAL,0,14
39663513,4° ANO E TARDE ANUAL,0,14
39398315,MATERNAL 1 A MANHA ANUAL,0,6
39345787,9° ANO B MANHA ANUAL,0,14
39450268,1ª SERIE D INTEGRAL ANUAL,32,101
39346050,6° ANO B TARDE ANUAL,0,14
39384075,2ª ETAPA PRÉ-ESCOLA 2A TARDE A,0,6
39476692, 1D INTEGRAL ANUAL,1,6
39430961,9° ANO D MANHA ANUAL,0,14
39772672,7° ANO C MANHA ANUAL,0,14
39708932,NÃO SERIADO  2B NOITE ANUAL,0,109
40162856,1023 - RADIOLOGIA - 2° MODULO ,0,35
39694406,NÃO SERIADO 2E TARDE ANUAL ,27,110
39755513,6073 - INFORMATICA - 2ª SERIE ,0,25
39469142, 3A TARDE ANUAL,0,14
39404266,3ª SERIE B MANHA ANUAL,0,101
39632620,NÃO SERIADO  E TARDE ANUAL,27,110
39360995,8° ANO A MANHA ANUAL,0,14
39677758,MULTISERIADA 6A MANHA ANUAL,1,6
39500324,6° ANO C TARDE ANUAL,0,14
39855960,5° ANO D TARDE ANUAL,0,14
39324923,2° ANO A TARDE ANUAL,0,14
39606572,MULTISERIADA 3C INTEGRAL ANUAL,1,6
39306776,3ª SERIE C NOITE ANUAL,0,101
39303001,3ª SERIE A MANHA ANUAL,0,101
39363873,7° ANO C MANHA ANUAL,0,14
39263910,9° ANO C MANHA ANUAL,0,14
39914740,10° TERMO A TARDE 2° SEMESTRE,0,4
39279425,7° ANO A INTEGRAL ANUAL,17,14
39421743,1ª ETAPA PRÉ-ESCOLA F MANHA AN,0,6
39371814,FUTSAL - JUVENIL - MASCULINO F,25,31
39625542,NÃO SERIADO  2C NOITE ANUAL,0,109
39821891,1ª SERIE E TARDE ANUAL,41,101
39498056,1ª SERIE F INTEGRAL ANUAL,32,101
39587166,5° ANO BI MANHA ANUAL,0,14
39691050,NÃO SERIADO  E3 TARDE ANUAL,27,110
39858687,6° ANO B MANHA ANUAL,0,14
39803754,3° ANO B TARDE ANUAL,0,14
39390530,1° ANO B MANHA ANUAL,0,14
39588719,NÃO SERIADO  3A NOITE ANUAL,0,109
39665707,7° ANO D TARDE ANUAL,0,14
39385306,4° ANO K MANHA ANUAL,0,14
39750464,3° ANO C MANHA ANUAL,0,14
39369686,AEE A MANHA ANUAL,15,32
39355053,6° ANO A INTEGRAL ANUAL,17,14
39333750,3° ANO D TARDE ANUAL,0,14
39766827,MULTISSERIADA MF INTEGRAL ANUA,1,6
39694508,NÃO SERIADO  3E TARDE ANUAL,27,110
39505334,3ª SERIE C NOITE ANUAL,0,101
39499444,8° ANO C MANHA ANUAL,0,14
39357499,9° ANO B INTEGRAL ANUAL,17,14
39755838,7° ANO B MANHA ANUAL,0,14
39543957,3° ANO 3C MANHA ANUAL,0,14
39464891, 1A INTEGRAL ANUAL,0,14
39501552,1° ANO E TARDE ANUAL,0,14
39447583,1ª ETAPA PRÉ-ESCOLA C TARDE AN,0,6
39338405,2ª SERIE B MANHA ANUAL,0,101
39805580,4050 - ADMINISTRAÇÃO - 1ª SERI,0,90
39892637,1ª ETAPA PRÉ-ESCOLA B TARDE AN,0,6
39625864,4050 - ADMINISTRAÇÃO - 2ª SERI,46,104
39816531,7° ANO A MANHA ANUAL,0,14
39465479,2° ANO B MANHA ANUAL,0,14
39309653,2ª SERIE A INTEGRAL ANUAL,32,101
39872584,NÃO SERIADO  2B MANHA ANUAL,0,109
39387447,2° ANO C MANHA ANUAL,0,14
39585710,2ª ETAPA PRÉ-ESCOLA A INTEGRAL,0,6
39384584,MATERNAL 1 A INTEGRAL ANUAL,0,6
39513120,9° ANO A INTEGRAL ANUAL,17,14
39426452,2° ANO A MANHA ANUAL,0,14
39316652,3ª SERIE C MANHA ANUAL,0,101
39776599,6° ANO A MANHA ANUAL,0,14
39356262,2° ANO A MANHA ANUAL,0,14
39449033, 4A TARDE ANUAL,0,14
39744671,2° ANO D MANHA ANUAL,0,14
39406828,MATERNAL 2 C INTEGRAL ANUAL,0,6
40171994,3037 - ELETROELETRONICA - 1° M,0,35
39641067,NÃO SERIADO  TC NOITE 1º SEMES,37,109
39696337,MATERNAL 1 A INTEGRAL ANUAL,0,6
40313151,6073 - INFORMATICA - 1° MODULO,0,35
39319384,1ª SERIE C MANHA ANUAL,0,101
39439595,3° ANO A MANHA ANUAL,0,14
39674749,MATERNAL 2 4B TARDE ANUAL,0,6
39449230,9° ANO B INTEGRAL ANUAL,17,14
39287968,6° ANO C MANHA ANUAL,0,14
39305640,9° ANO D MANHA ANUAL,0,14
39861528,5° ANO A MANHA ANUAL,0,14
39476494, 7C TARDE ANUAL,0,14
39331331,4° ANO A TARDE ANUAL,0,14
39357627,7° ANO C TARDE ANUAL,0,14
39290056,3ª SERIE B MANHA ANUAL,0,101
39310357,7° ANO D TARDE ANUAL,0,14
39868452,2° NIVEL 3B TARDE ANUAL,0,26
39408459,2° ANO B TARDE ANUAL,0,14
39636691,MULTISERIADA 6A INTEGRAL ANUAL,1,6
39355956,2ª SERIE A INTEGRAL ANUAL,32,101
39879891,3° NIVEL I TARDE ANUAL,0,26
39401105,7° ANO E MANHA ANUAL,0,14
39327699,7° ANO A INTEGRAL ANUAL,17,14
39268068,2ª SERIE C MANHA ANUAL,0,101
39298652,7° ANO C TARDE ANUAL,0,14
39851479,2ª SERIE A MANHA ANUAL,0,101
39589547,NÃO SERIADO  2A NOITE ANUAL,0,109
39816708,7° ANO B MANHA ANUAL,0,14
39336733,3° ANO C INTEGRAL ANUAL,17,14
39406891,1° NIVEL M MANHA ANUAL,0,26
39265314,2° ANO A TARDE ANUAL,0,14
39696362,MULTISSERIADA BA MANHA ANUAL,1,6
39694572,NÃO SERIADO i TARDE ANUAL ,27,110
39271760,9° ANO D MANHA ANUAL,0,14
39400945,3° ANO B TARDE ANUAL,0,14
39896066,1° ANO B MANHA ANUAL,0,14
39753436,3ª SERIE A MANHA ANUAL,41,101
39657101,MULTISSERIADA D TARDE ANUAL,1,105
39627986,1° ANO E TARDE ANUAL,0,14
39676583,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39585120,MULTISERIADA 4C INTEGRAL ANUAL,1,6
39402446,9° TERMO A NOITE 1° SEMESTRE,0,4
39725081,1ª SERIE E NOITE ANUAL,0,101
39446822,6° ANO C TARDE ANUAL,0,14
39834755,5° ANO A MANHA ANUAL,0,14
39306912,3ª SERIE A INTEGRAL ANUAL,32,101
39468854,9° ANO B TARDE ANUAL,0,14
39624769,NÃO SERIADO  3B INTEGRAL ANUAL,0,109
39815455,5° ANO B MANHA ANUAL,0,14
39448504,1° ANO B TARDE ANUAL,0,14
39341151,8° ANO C MANHA ANUAL,0,14
39311329,9° ANO A MANHA ANUAL,0,14
39437917,1ª SERIE I MANHA ANUAL,0,101
39415461,3° ANO A MANHA ANUAL,0,14
39345779,3° ANO D TARDE ANUAL,0,14
39900343,2° NIVEL 1 TARDE ANUAL,0,26
39621516,NÃO SERIADO  2B NOITE ANUAL,0,109
39821006,1ª SERIE C MANHA ANUAL,0,101
39695493,NÃO SERIADO f2 TARDE ANUAL ,27,110
39338497,2ª SERIE B NOITE ANUAL,0,101
39500774,1° ANO CI VESPERTINO ANUAL,0,14
39706794,MULTISSERIADA 1A INTEGRAL ANUA,1,6
39770543,7° ANO A MANHA ANUAL,0,14
39282203,9° ANO B MANHA ANUAL,0,14
39558013,MULTISERIADA 1C INTEGRAL ANUAL,1,6
39374374,MULTISSERIADA D  ANUAL,0,5
39297739,3ª SERIE A MANHA ANUAL,0,101
40175276,3039 - ELETRONICA - 2° MODULO ,0,35
39434380,9° ANO D MANHA ANUAL,0,14
39359841,7° ANO B MANHA ANUAL,0,14
39406303,4° ANO C TARDE ANUAL,0,14
39609739,6° ANO B TARDE ANUAL,0,14
39701965,MULTISSERIADA 3A INTEGRAL ANUA,1,6
39534829, 1B INTEGRAL ANUAL,0,14
40162793,4050 - ADMINISTRAÇÃO - 2° MODU,0,35
39301691,3ª SERIE E NOITE ANUAL,0,101
39340699,8° ANO B TARDE ANUAL,0,14
39401376,1° ANO D TARDE ANUAL,0,14
39620659,1° ANO 1C TARDE ANUAL,0,14
39737640,MATERNAL 2 C MANHA ANUAL,0,6
39430607,MATERNAL 2 B INTEGRAL ANUAL,0,6
39494015,NÃO SERIADO  2A MANHA ANUAL,0,109
39418127,9° ANO B INTEGRAL ANUAL,17,14
39637978,NÃO SERIADO  2E MANHA ANUAL,0,109
39327266,7° ANO D TARDE ANUAL,0,14
39609382,NÃO SERIADO  2D NOITE ANUAL,0,109
39355873,3ª SERIE B MANHA ANUAL,0,101
39338425,2ª SERIE C MANHA ANUAL,0,101
39473203, 6A MANHA ANUAL,0,14
39849263,2° ANO C TARDE ANUAL,0,14
39545299,3ª SERIE F NOITE ANUAL,0,101
39505564,6° ANO C INTEGRAL ANUAL,17,14
39656512,NÃO SERIADO  B MANHA ANUAL,1,109
39612092,NÃO SERIADO  2A MANHA ANUAL,0,109
39317638,1ª SERIE B MANHA ANUAL,0,101
39492398,2° ANO D TARDE ANUAL,0,14
39542848,MULTISERIADA 7H TARDE ANUAL,1,6
39817148,NÃO SERIADO  3C INTEGRAL ANUAL,0,109
39269390,3ª SERIE A MANHA ANUAL,0,101
39323357,3° ANO D MANHA ANUAL,0,14
39606232,NÃO SERIADO  1D TARDE ANUAL,27,110
39409823,AEE A MANHA ANUAL,15,32
39472613, 2B TARDE ANUAL,0,14
39782437,9° ANO B MANHA ANUAL,0,14
39521314,1ª SERIE B INTEGRAL ANUAL,32,101
39343377,8° ANO D MANHA ANUAL,0,14
39263788,1ª SERIE A NOITE ANUAL,0,101
39635361,2° ANO 2B TARDE ANUAL,0,14
39596222,MULTISERIADA 3B INTEGRAL ANUAL,1,6
39589735,NÃO SERIADO  D MANHA ANUAL,0,109
39343283,8° ANO A MANHA ANUAL,0,14
39416234,3° ANO C TARDE ANUAL,0,14
39735021,MATERNAL 2 A INTEGRAL ANUAL,0,6
39292430,8° ANO A INTEGRAL ANUAL,17,14
39285905,1ª SERIE A MANHA ANUAL,0,101
39276692,7° ANO A TARDE ANUAL,0,14
39855057,1ª SERIE A MANHA ANUAL,41,101
39447563,4° ANO B TARDE ANUAL,0,14
39318581,2° ANO B TARDE ANUAL,0,14
39331482,2ª SERIE F NOITE ANUAL,0,101
39360953,3ª SERIE A INTEGRAL ANUAL,32,101
39277558,5° ANO A MANHA ANUAL,0,14
39443317,4° ANO A MANHA ANUAL,0,14
39449041, 4C TARDE ANUAL,0,14
39484572,2ª ETAPA PRÉ-ESCOLA B MANHA AN,0,6
39290615,2ª SERIE B MANHA ANUAL,0,101
39605078,NÃO SERIADO  A1 MANHA ANUAL,0,109
39345410,5° ANO D TARDE ANUAL,0,14
39809242,5° ANO A MANHA ANUAL,0,14
39498468,4050 - ADMINISTRAÇÃO - 2ª SERI,46,104
39328635,3° ANO A MANHA ANUAL,0,14
39510785,1ª ETAPA PRÉ-ESCOLA I TARDE AN,0,6
39361733,3ª SERIE B NOITE ANUAL,0,101
39632414,NÃO SERIADO  XD TARDE ANUAL,27,110
39280648,3ª SERIE F NOITE ANUAL,0,101
39401430,4° ANO B TARDE ANUAL,0,14
39504129,2° ANO B INTEGRAL ANUAL,0,14
39506771,MULTISSERIADA C MANHA 1° SEMES,1,4
39610139,NÃO SERIADO  3C NOITE ANUAL,0,109
39498743,9° ANO B INTEGRAL ANUAL,17,14
39545911,6° ANO 6C MANHA ANUAL,0,14
39616429,MULTISERIADA 4B INTEGRAL ANUAL,1,6
39352172,1ª SERIE A INTEGRAL ANUAL,32,101
39266344,7° ANO C INTEGRAL ANUAL,17,14
40172730,1018 - NUTRICAO E DIETETICA - ,0,35
39749881,1006 - ENFERMAGEM - 3° MODULO ,0,35
39615241,4065 - VENDAS - 2ª SERIE A INT,46,104
39328772,2ª SERIE F MANHA ANUAL,0,101
39476420, 7A TARDE ANUAL,0,14
39862210,1° ANO II TARDE ANUAL,0,14
39462839,2° ANO B TARDE ANUAL,0,14
39291910,3ª SERIE A INTEGRAL ANUAL,32,101
39331948,2ª SERIE E MANHA ANUAL,0,101
39477911, 9B MANHA ANUAL,0,14
39430515,6° ANO D TARDE ANUAL,0,14
39672986,NÃO SERIADO  A  ANUAL,38,109
40026982,1006 - ENFERMAGEM - 1° MODULO ,0,35
39456557,9° ANO C INTEGRAL ANUAL,17,14
39484113,8° ANO B MANHA ANUAL,0,14
39313397,1ª SERIE A INTEGRAL ANUAL,32,101
39299238,6° ANO C TARDE ANUAL,0,14
39478908, 4B MANHA ANUAL,0,14
39782202,6° ANO A MANHA ANUAL,0,14
39476138, 7C TARDE ANUAL,0,14
39688622,6° ANO A MANHA ANUAL,0,14
39791820,6° ANO A7 MANHA ANUAL,0,14
39275968,2ª SERIE B MANHA ANUAL,0,101
39691868,NÃO SERIADO T5 TARDE ANUAL ,27,110
